rating,text,type,probs,preds
2,my server was doing her job plus the job of the other 2 rude servers because of that she didnt come ask of we needed anything till after we were done eating she didnt bring us any silverware the food was bland no flavor whatsoever do not recommend this place,Breakfast restaurant,"[0.9993457198143005, 0.0006542166811414063]",negative
2,food ok strange service,Family restaurant,"[0.7619814276695251, 0.23801851272583008]",mixed
2,greasy wingsslow service,Restaurant,"[0.9526394605636597, 0.047360535711050034]",negative
2,ordered the philly cheesesteak skillet they brought out an omelette not to mention it was cold its good if you dont care how your food tastes,Restaurant,"[0.9986966252326965, 0.0013033633586019278]",negative
3,been having issues lately this time they folded the foil on our subs to where all of our cheese was stuck to the foil along with my green peppers and onions normally the best place in sparta for subs,Pizza restaurant,"[0.9953989386558533, 0.004601079970598221]",negative
2,had the worst service i ever had at a hooters the food wasnt that good and we go to the one in toledo and its great,Takeout Restaurant,"[0.9899105429649353, 0.010089477524161339]",negative
2,this place is usually pretty busy they offer prime rib on every friday and saturday unfortunately they must only cook 1 prime rib and a handful of steaks on purpose 3 times i went there 3 times they say they were sold out if you sell out of a product 30 min after you start serving it with well less than 60 people in your place its either a ploy to get customers or poor management if you do like steak make sure you ask them to salt and pepper and season it or you will get a charred piece of tough meat i really dislike ripping businesss apart but same experience 33 a 20 min wait for a seat just to find out they bait and switch you it just doesnt seem like ethical business practice i literally heard the wait staff tell over 60 people that they still out really fast maybe buy more than one crockpot lol the wait staff is exceptional however and very attentive they really make you feel comfortable otherwise i would be giving 0 stars if i could this is just my opinion based on facts relative to me and my large family i would not recommend this place unless you need a coffee or a drink maybe head to shakers or little boots if you want constantly great food,Family restaurant,"[0.9992683529853821, 0.0007316337432712317]",negative
2,the wait was extremely long at this location,Restaurant,"[0.9376475811004639, 0.06235244870185852]",negative
4,afternoon tea was an enjoyable experience the scones and desserts were excellent  the canapes decent  and the tea lovely,Restaurant,"[0.015127801336348057, 0.9848722219467163]",positive
2,very slow and lukewarm food,Restaurant,"[0.9996713399887085, 0.00032869959250092506]",negative
3,its mcdonaldsits exactly what you know it to be,Restaurant,"[0.014495063573122025, 0.9855049252510071]",positive
2,be leary of the mobile app  it did not take the coupon and they would not make it right at the store claiming they did not know how and theyve had numerous problems with the app told me to call corporate to get my money back they did however have the order ready,Restaurant,"[0.9647612571716309, 0.03523875027894974]",negative
4,dark,Restaurant,"[0.37839457392692566, 0.621605396270752]",mixed
2,it not like it usta beservice again was not good at all never  goes again,Southern restaurant (US),"[0.9991773962974548, 0.0008225347846746445]",negative
3,nice people but slow service the chocolate pastries were at least 3 days old,Soup restaurant,"[0.9575175046920776, 0.042482469230890274]",negative
2,they changed owners the food is not as good and they charge too much i ordered paneer butter masala it was way too salty missing the sweet and nutty flavor and it had too much food dye everything had way way too much salt maybe bring the old owners back really miss the previous owners,South Asian restaurant,"[0.9992008805274963, 0.0007991281454451382]",negative
4,can be a hit or miss on service and food not sure if it because they are all ways busy,Fast food restaurant,"[0.9213083982467651, 0.07869157940149307]",negative
4,good food always busy wish it was faster drive thru,Restaurant,"[0.00378795457072556, 0.9962121248245239]",positive
2,food needs improvement for a golf club restaurant you would expect better quality always short on help so service can be slow  management seems out of touch or just doesnt care enough and for god sake replace that nasty carpet,Restaurant,"[0.9910345673561096, 0.008965391665697098]",negative
4,came here with my husband and had the sunday buffet everything was great except the scrambled eggs they tasted like they were mixed with water out of a bag  we will definitely come back in the future,Family restaurant,"[0.061113275587558746, 0.9388867020606995]",positive
2,packed,Brunch restaurant,"[0.015011264942586422, 0.9849886894226074]",positive
3,good food  very busy and only one carhop  long wait for food,American restaurant,"[0.06177879869937897, 0.9382212162017822]",positive
3,good food,Chinese restaurant,"[0.030685730278491974, 0.9693143367767334]",positive
2,tatted and pierced servers which feels like being served by inmates at a prison  crowded and noisy and prime rib was fatty  done here,Hamburger restaurant,"[0.9951137900352478, 0.004886198788881302]",negative
4,staff is always friendly and accommodating,Soup restaurant,"[0.029705705121159554, 0.9702943563461304]",positive
2,dont remember going here but i did and that says it all,Barbecue restaurant,"[0.7111358046531677, 0.2888641357421875]",mixed
4,bathrooms were clean and food was exactly as youd expect from mcdonalds  close to the highway for ease of access,Restaurant,"[0.004158266820013523, 0.9958416819572449]",positive
2,i dont understand how they charge as much as they do for some cheap ass yard bird the floor is always greasy so im questioning what they use for cleaning,Fast food restaurant,"[0.9969322681427002, 0.003067751182243228]",negative
2,3rd time in a row bad lettuce,Seafood restaurant,"[0.9994910955429077, 0.0005088523030281067]",negative
4,great place for italian food in logan square we showed up without reservation and were lucky enough to get some seats at the bar after a 20min wait the cauliflower flan was the perfect appetizer warm creamy and extremely tasty we ordered two different pastas the gnocchi bolognese with northern meat ragu was awesome however the cacio pepe was not at the same level,Restaurant,"[0.010242263786494732, 0.989757776260376]",positive
3,its hit or miss with this location,Fast food restaurant,"[0.9238800406455994, 0.07612001895904541]",negative
2,the customer service is great but whoever put some food together and put it,Restaurant,"[0.8180304765701294, 0.1819695681333542]",negative
4,good food,Restaurant,"[0.030685730278491974, 0.9693143367767334]",positive
3,in comparison to other dunkin donuts this location is just not up to par the food actually taste a little different and the drive through is run kinda funny,Takeout Restaurant,"[0.9829083681106567, 0.017091620713472366]",negative
2,we hadnt been to outback in many years and decided to change that tonight  the true rating is more like a 15 but cant do halves  heres why  the good arrived as a family of four walk in told an hour wait  decided to wait and it was only 25 minutes  the waiter assigned to us was polite and courteous  bread was brought quickly and refilled often  our order three burgers and a kids mac n cheese  water to drink  the bad the longerthanusual wait for food which was somewhere between 2530 minutes  ever looked around and see people that arrived after you getting their food and finding yourself jealous  yep  some items on the menu were not even available  the burgers were ordered to be cooked well done  after the long wait we received our food  the mac n cheese was barely warm two burgers were fine while the third was very red which would equate to maybe a rare or medium rare  burger didnt have mustard per the menu description either  we contacted wait staff and a replacement order was put in  sorry honey youll have to starve for a bit longer  while we waited the children and i received the ok to eat our food while my wife at the bacon cheddar fries from the bad burger plate  we inquired whether the fries would be saved or need redone as well and were told its easier to make a new order of the entire thing  when a woman who i presume is the manager brought the new plate out it contained a burger only still no mustard  no apology just a request for my wife to cut it open and ensure it was properly cooked and it was  no more fries or mustard for you  once the bill was brought out we checked and nothing had changed  we werent expecting anything but in every other restaurant weve been to yes even outback has offered a free appetizer or covered the bad part of the meal  the conclusion the food wasnt the problem here they fixed the improperly cooked portion of the meal  where they really missed the mark was in customer service  the long wait for food and lack of acknowledgement they messed up was key  any business can do the bare minimum to make things right but its those that go above and beyond that truly succeed and get our repeat business  we will stick with our normal favorite place and will not return after this experience,Restaurant,"[0.9363887906074524, 0.0636112168431282]",negative
